ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-01-02 00:00:00,-0.00015455527471735898,-0.006203900154949893,0.006537634082532456,-0.00015455527471735898,-0.00015455527471735898,0.00012482638884994023,0.00012482638884994023,0.00012482638884994023,0.0003388689911743717,0.0003388689911743717,0.0003388689911743717,-0.00021404260232443147,-0.00021404260232443147,-0.00021404260232443147,0.0,0.0,0.0,-2.972888586741875e-05
2019-01-02 01:00:00,-0.00015457651431342637,-0.006263203863789368,0.006424019036958397,-0.00015457651431342637,-0.00015457651431342637,7.954117249194091e-05,7.954117249194091e-05,7.954117249194091e-05,0.00027756126156973,0.00027756126156973,0.00027756126156973,-0.0001980200890777891,-0.0001980200890777891,-0.0001980200890777891,0.0,0.0,0.0,-7.503534182148545e-05
2019-01-02 02:00:00,-0.00015459775390949378,-0.006478001753261653,0.006669341609933413,-0.00015459775390949378,-0.00015459775390949378,-2.0256189073177505e-05,-2.0256189073177505e-05,-2.0256189073177505e-05,0.00015841220801453583,0.00015841220801453583,0.00015841220801453583,-0.00017866839708771331,-0.00017866839708771331,-0.00017866839708771331,0.0,0.0,0.0,-0.0001748539429826713
2019-01-02 03:00:00,-0.00015461899350556116,-0.006700293638258774,0.006454372415872498,-0.00015461899350556116,-0.00015461899350556116,-7.979034675358225e-05,-7.979034675358225e-05,-7.979034675358225e-05,7.658466522353244e-05,7.658466522353244e-05,7.658466522353244e-05,-0.0001563750119771147,-0.0001563750119771147,-0.0001563750119771147,0.0,0.0,0.0,-0.0002344093402591434
2019-01-02 04:00:00,-0.00015464023310162857,-0.006493375394186708,0.006615178426728403,-0.00015464023310162857,-0.00015464023310162857,-6.106728108209575e-05,-6.106728108209575e-05,-6.106728108209575e-05,7.049871269819327e-05,7.049871269819327e-05,7.049871269819327e-05,-0.00013156599378028906,-0.00013156599378028906,-0.00013156599378028906,0.0,0.0,0.0,-0.00021570751418372434
2019-01-02 05:00:00,-0.00015466147269769598,-0.006317271033561188,0.006229281644180354,-0.00015466147269769598,-0.00015466147269769598,-4.9683757247592695e-06,-4.9683757247592695e-06,-4.9683757247592695e-06,9.973104804596074e-05,9.973104804596074e-05,9.973104804596074e-05,-0.00010469942377071998,-0.00010469942377071998,-0.00010469942377071998,0.0,0.0,0.0,-0.00015962984842245526
2019-01-02 06:00:00,-0.0001546827122937634,-0.0061463795063407545,0.006171633248489211,-0.0001546827122937634,-0.0001546827122937634,2.4368163811967715e-05,2.4368163811967715e-05,2.4368163811967715e-05,0.00010062661398283678,0.00010062661398283678,0.00010062661398283678,-7.625845017086906e-05,-7.625845017086906e-05,-7.625845017086906e-05,0.0,0.0,0.0,-0.00013031454848179568
2019-01-02 07:00:00,-0.00015470395188983078,-0.0061487369180533505,0.006035560304193563,-0.0001547039518898308,-0.0001547039518898308,1.1678657196801927e-05,1.1678657196801927e-05,1.1678657196801927e-05,5.8422684692656776e-05,5.8422684692656776e-05,5.8422684692656776e-05,-4.674402749585485e-05,-4.674402749585485e-05,-4.674402749585485e-05,0.0,0.0,0.0,-0.00014302529469302884
2019-01-02 08:00:00,-0.0001547251914858982,-0.006133351553674494,0.006905304690826804,-0.0001547251914858982,-0.0001547251914858982,3.967918488780023e-06,3.967918488780023e-06,3.967918488780023e-06,2.0635366345681457e-05,2.0635366345681457e-05,2.0635366345681457e-05,-1.6667447856901465e-05,-1.6667447856901465e-05,-1.6667447856901465e-05,0.0,0.0,0.0,-0.00015075727299711816
2019-01-02 09:00:00,-0.00015474643108196557,-0.006372625265773677,0.006577329058455951,-0.00015474643108196557,-0.00015474643108196557,5.254343282389048e-05,5.254343282389048e-05,5.254343282389048e-05,3.908619811154635e-05,3.908619811154635e-05,3.908619811154635e-05,1.3457234712344099e-05,1.3457234712344099e-05,1.3457234712344099e-05,0.0,0.0,0.0,-0.0001022029982580751
2019-01-02 10:00:00,-0.00015476767067803298,-0.006432678971166218,0.006105850289526066,-0.00015476767067803298,-0.00015476767067803298,0.00014605729390082344,0.00014605729390082344,0.00014605729390082344,0.00010293650915709575,0.00010293650915709575,0.00010293650915709575,4.312078474372768e-05,4.312078474372768e-05,4.312078474372768e-05,0.0,0.0,0.0,-8.710376777209546e-06
2019-01-02 11:00:00,-0.00015478891027410037,-0.005998131236832526,0.006429639315106019,-0.00015478891027410037,-0.00015478891027410037,0.00020768775153632579,0.00020768775153632579,0.00020768775153632579,0.00013586148295512596,0.00013586148295512596,0.00013586148295512596,7.182626858119986e-05,7.182626858119986e-05,7.182626858119986e-05,0.0,0.0,0.0,5.2898841262225417e-05
2019-01-02 12:00:00,-0.00015481014987016778,-0.00584191795903647,0.006274455409316207,-0.00015481014987016778,-0.00015481014987016778,0.0001646479528890848,0.0001646479528890848,0.0001646479528890848,6.555161312617163e-05,6.555161312617163e-05,6.555161312617163e-05,9.909633976291316e-05,9.909633976291316e-05,9.909633976291316e-05,0.0,0.0,0.0,9.837803018917021e-06
2019-01-02 13:00:00,-0.00015483138946623516,-0.007008665040949932,0.005742535017214397,-0.00015483138946623516,-0.00015483138946623516,2.2993003819175443e-05,2.2993003819175443e-05,2.2993003819175443e-05,-0.00010148722476858109,-0.00010148722476858109,-0.00010148722476858109,0.00012448022858775653,0.00012448022858775653,0.00012448022858775653,0.0,0.0,0.0,-0.00013183838564705973
2019-01-02 14:00:00,-0.00015485262906230257,-0.006452030086156506,0.006350389373410007,-0.00015485262906230257,-0.00015485262906230257,-0.0001281693028134893,-0.0001281693028134893,-0.0001281693028134893,-0.0002757296448808826,-0.0002757296448808826,-0.0002757296448808826,0.00014756034206739335,0.00014756034206739335,0.00014756034206739335,0.0,0.0,0.0,-0.00028302193187579186
2019-01-02 15:00:00,-0.00015487386865836996,-0.0068944036722680384,0.005797485249711789,-0.00015487386865836996,-0.00015487386865836996,-0.00019103551674550868,-0.00019103551674550868,-0.00019103551674550868,-0.00035899390227853563,-0.00035899390227853563,-0.00035899390227853563,0.00016795838553302692,0.00016795838553302692,0.00016795838553302692,0.0,0.0,0.0,-0.00034590938540387866
